City,City2,LOC_FINAL,type,Junevisits,Julyvisits,SAL_SP,FROG_SP,SNAKE_SP,LIZARD_SP,TURTLE_SP,RARE_SP,RBS_OBS,AMTO_OBS,GRFR_OBS,GART_OBS,HABITAT_NUM,forest10,field10,stream10,pond10,area,perimeter,road_length,imperv,CONN100,CONN500,CONN1000,forestcover,wetland_types,species pool,exoREPS,exoAMPH,sliders,landscaped
Manhattan,NYC,Wards Island Park,Multiple,7413,5968,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,258014,3150,786.3665894,48.91578947,2.55E-06,9.662090769,131.5073188,5.140350877,0,15,1,0,1,YES
Philadelphia,Philadelphia,Awbury Arboretum,Single,91,57,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,217732,2186,375.9352535,2.424489796,2.86E-07,1.27E+01,2.02E+02,48.22857143,0,32,1,0,1,YES
Philadelphia,Philadelphia,Bartram's Gardens,Single,893,860,0,1,2,0,0,0,0,2,0,11,3,1,1,1,0,173386,2238,415.6185063,7.21875,8.62E-06,2.06E+01,2.26E+02,22.05208333,2,32,1,0,1,YES
Philadelphia,Philadelphia,Benjamin Rush State Park,Single,1808,1544,0,1,2,0,0,0,0,0,0,1,3,1,1,1,0,1279387,9146,0,1.444912281,7.03E-33,2.44E-04,9.68E-01,37.29192982,4,32,0,0,0,NO
Philadelphia,Philadelphia,Bouvier Garden,Single,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,446,87,0,53.34501178,2.63E-07,8.81E+00,1.46E+02,0,0,32,0,0,0,YES
Philadelphia,Philadelphia,Carpenter's Woods,Single,267,223,2,2,1,0,0,1,3,4,1,7,2,1,0,0,1,162391,2072,115.903576,0.556179775,0.002907742,196.8793627,890.8003,74.87640449,1,32,0,0,0,NO
Philadelphia,Philadelphia,Clifford Park,Single,1298,1298,1,0,0,0,0,0,1,0,0,0,3,1,1,1,0,242989,2329,1546.908395,5.906716418,2.47E-05,3.00E+01,3.55E+02,53.56343284,1,32,1,0,1,NO
Philadelphia,Philadelphia,Cobbs Creek Park,Single,16360,16988,1,2,3,0,1,0,1,4,1,3,3,1,1,1,0,2039424,14944,2023.023777,7.278833407,9.45E-11,1.69E+00,5.74E+01,34.05523641,3,32,0,0,0,MIXED
Philadelphia,Philadelphia,Fairmount Park ,Single,15551,15373,1,2,2,0,3,0,8,0,2,4,4,1,1,1,1,8090776,13507,61349.84529,16.53089685,3.95E-06,1.15E+01,1.08E+02,30.00211393,5,32,1,0,1,MIXED
Philadelphia,Philadelphia,FDR Park,Single,NA,NA,0,1,2,0,1,0,0,0,0,4,4,1,1,1,1,1269018,4539,0,12.28348689,6.07E-15,2.93E-01,2.35E+01,14.75124026,4,32,2,0,1,MIXED
Philadelphia,Philadelphia,Fernhill Park,Single,2657,2423,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,210755,1850,2524.426691,17.27777778,1.77E-04,1.61E+01,1.86E+02,22.94444444,0,32,0,0,0,YES
Philadelphia,Philadelphia,Fort Mifflin,Single,NA,NA,0,0,1,0,3,1,0,0,0,1,2,0,1,1,0,131247,2368,0,17.62937063,3.58E-15,4.68E-01,3.74E+01,11.74125874,4,32,1,0,1,MIXED
Philadelphia,Philadelphia,GERMANY HILL PARK,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,81567,1647,44.6959823,1.923913043,1.32E-07,3.22E+01,4.09E+02,63.88043478,0,32,0,0,0,NO
Philadelphia,Philadelphia,John Heinz National Wildlife Refuge,Multiple,NA,NA,0,5,4,0,5,5,0,7,4,29,4,1,1,1,1,4986478,13984,138.9955418,1.122765842,1.07E-19,2.07E-02,5.24E+00,13.54305831,5,32,1,0,1,NO
Philadelphia,Philadelphia,Juniata Golf Club,Single,1076,853,0,0,1,0,0,0,0,0,0,2,3,1,1,1,0,445664,3142,0,6.704,2.26E-09,5.27E+00,8.96E+01,20.292,1,32,1,0,1,YES
Philadelphia,Philadelphia,Kaskey Park,Single,NA,NA,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,10787,458,0,26.8,4.84E+00,2.71E+02,6.24E+02,36,0,32,1,0,1,YES
Philadelphia,Philadelphia,Lardner's Point Park,Single,153,140,0,1,2,1,0,0,0,0,0,0,2,0,1,1,0,27798,897,0,17.6875,2.73E-18,1.07E-01,2.08E+01,13.53125,0,32,1,0,1,YES
Philadelphia,Philadelphia,Liberty Lands Public Park,Single,NA,NA,0,0,1,0,0,0,0,0,0,0,2,1,1,0,0,7919,394,0,30,2.07E-03,1.97E+01,9.60E+01,1.666666667,0,32,0,0,0,YES
Philadelphia,Philadelphia,Lorimer Park,Multiple,NA,NA,0,1,0,0,0,0,0,2,0,0,3,1,1,1,0,1074894,8269,425,0.645973154,2.56E-18,1.62E-01,2.15E+01,68.76258389,2,32,1,0,1,MIXED
Philadelphia,Philadelphia,Monk's Dog Run,Single,NA,NA,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,20275,602,0,38.59090909,6.90E-12,7.05E-01,2.78E+01,0,0,32,0,0,0,YES
Philadelphia,Philadelphia,Morris Arboretum ,Single,875,653,0,2,1,0,0,1,0,1,1,0,3,1,1,1,0,440472,4238,0,3.417695473,2.92E-08,3.14E+00,9.89E+01,39.67901235,2,32,1,0,1,YES
Philadelphia,Philadelphia,Morris Park,Single,875,653,0,0,1,0,0,0,0,0,0,0,3,1,1,1,0,497798,4438,158.0232387,1.883303411,1.13E-17,2.95E-01,3.96E+01,63.18850987,2,32,0,0,0,NO
Philadelphia,Philadelphia,Neighbors Woodland,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1518,156,0,54,7.58E-08,1.24E+01,2.68E+02,6,0,32,0,0,0,NO
Philadelphia,Philadelphia,Penn Park,Single,1998,1698,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,70609,1436,0,92.66666667,1.33E-01,7.63E+01,3.33E+02,0,0,32,0,0,0,YES
Philadelphia,Philadelphia,Penn Treaty Park,Single,580,404,0,1,1,0,0,0,0,0,0,1,2,0,1,1,0,32389,778,0,27.71052632,1.03E-03,9.61E+00,5.02E+01,4.315789474,1,32,1,0,1,YES
Philadelphia,Philadelphia,PENNYPACK PARK,Multiple,NA,NA,2,3,5,0,2,2,1,7,4,8,3,1,1,1,0,6520810,38205,9625.462962,3.677374879,1.48E-18,9.91E-02,1.52E+01,59.61546946,4,32,0,0,0,NO
Philadelphia,Philadelphia,Philadelphia Zoo,Single,7243,4973,0,0,1,0,0,0,0,0,0,0,3,1,1,0,1,209844,2309,1588.699821,42.21030043,2.37E-05,7.34E+01,5.26E+02,15.88841202,1,32,0,0,0,YES
Philadelphia,Philadelphia,Pleasant Hill Park,Single,NA,NA,0,0,2,0,1,0,0,0,0,3,3,0,1,1,1,175924,2501,0,21.68717949,2.67E-18,1.65E-01,2.14E+01,10.12820513,4,32,1,0,1,YES
Philadelphia,Philadelphia,Schuylkill Center for Environmental Education,Single,81,77,5,4,3,0,2,6,10,17,103,2,3,1,1,1,0,1283985,5172,0,0.319104269,2.12E-02,58.63282905,288.6468265,67.53813856,2,32,1,0,1,NO
Philadelphia,Philadelphia,Tacony Creek Park,Single,5416,4809,1,2,3,0,2,0,2,0,3,11,3,1,1,1,0,1270904,17366,2240.927933,5.94241573,1.34E-09,3.22E+00,6.50E+01,48.15941011,4,32,1,0,1,NO
Philadelphia,Philadelphia,The Hood Cemetery,Single,NA,NA,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,4641,305,0,15.85714286,9.79E-02,1.27E+02,4.55E+02,44.71428571,0,32,0,0,0,YES
Philadelphia,Philadelphia,The Spring Gardens,Single,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,6797,353,0,47.11111111,4.78E-08,9.80E+00,1.78E+02,0,0,32,0,0,0,YES
Philadelphia,Philadelphia,The Woodlands Community Garden,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,217144,1944,0,15.20247934,8.61E-01,8.75E+01,3.53E+02,21.25206612,0,32,0,0,0,YES
Philadelphia,Philadelphia,University of Pennsylvania,Single,NA,NA,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,16403,942,57.36121662,37.375,1.11E+00,1.84E+02,5.39E+02,19.5,0,32,0,0,0,YES
Philadelphia,Philadelphia,Upper Roxborough Reservoir Preserve,Single,NA,NA,0,1,0,0,0,0,0,6,0,0,2,0,1,0,1,138627,1497,0,2.551948052,6.45E-02,1.96E+02,7.87E+02,13.30519481,2,32,0,0,0,NO
Philadelphia,Philadelphia,Washington Avenue Green,Single,NA,NA,0,0,2,1,1,0,0,0,0,3,2,1,0,1,0,7708,620,0,72.88888889,2.96E-11,3.65E-01,2.70E+01,0,1,32,2,0,1,NO
Philadelphia,Philadelphia,Water Tower Recreation Center,Single,254,157,1,2,1,0,0,0,1,1,4,0,2,1,1,0,0,20520,654,0,7.47826087,1.38E-07,1.97E+01,2.94E+02,12.47826087,0,32,0,0,0,YES
Philadelphia,Philadelphia,Wissahickon Valley Park ,Multiple,NA,NA,4,4,5,0,1,5,28,42,41,35,3,1,1,1,0,7592623,36903,21481.76865,1.180837187,4.21E-04,3.66E+01,2.78E+02,67.97130321,2,32,1,0,1,NO
Philadelphia,Philadelphia,Wister Woods Park,Single,742,781,1,0,1,0,0,0,1,0,0,1,2,1,1,0,0,211267,2282,944.8804708,5.743589744,1.43E-02,28.11914032,2.19E+02,49.69230769,0,32,0,0,0,NO
Pittsburgh ,Pittsburgh ,Allegheny Arsenal ,Single,NA,NA,0,2,1,0,1,0,0,2,0,2,2,1,1,0,0,1312806,6179,17800.28832,15.94391245,5.56E-08,6.203256838,113.3804636,33.87756498,0,21,1,0,1,MIXED
Pittsburgh ,Pittsburgh ,Frick Park ,Single,4073,3379,3,3,5,0,0,5,0,24,3,29,3,1,1,0,0,2733671,13843,18997.07369,14.92211633,2.19E-11,3.237254276,94.38544479,57.92047322,1,21,1,0,1,NO
Pittsburgh ,Pittsburgh ,Hays Woods Trail,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,2939658,10449,3063.169534,0.660643185,3.11E-07,9.01485857,107.5753797,75.5093415,1,21,0,0,0,NO
Pittsburgh ,Pittsburgh ,Hazelwood Greenway ,Single,NA,NA,0,0,1,0,0,0,0,0,0,2,2,1,1,0,0,386687,2794,899.4519197,4.013986014,8.58E-07,31.40256637,355.504671,74.16550117,0,21,0,0,0,MIXED
Pittsburgh ,Pittsburgh ,Herrs Island North Park ,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,2,0,1,1,0,35767,956,39.50968904,34.12820513,3.35E-07,14.67194392,174.8144028,13.97435897,0,21,0,0,0,YES
Pittsburgh ,Pittsburgh ,Highland Park/Pittsburgh Zoo ,Single,8595,8617,1,0,1,0,0,1,0,0,0,1,4,1,1,1,1,1509655,9684,7551.458489,23.3787969,2.50E-10,3.401835071,73.4390668,38.00536033,1,21,2,0,1,MIXED
Pittsburgh ,Pittsburgh ,Mt. Washington Park ,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,2,1,1,0,0,1539052,14193,17119.08966,13.96787383,2.04E-24,0.014772566,9.118414678,57.08820093,1,21,0,0,0,NO
Pittsburgh ,Pittsburgh ,Riverview Park ,Single,1631,1706,1,0,2,0,0,2,0,0,0,1,2,1,1,0,0,2925781,18167,26240.11869,11.72002453,2.56E-17,0.039561689,7.215195006,54.54799141,0,21,0,0,0,NO
Pittsburgh ,Pittsburgh ,Schenley Park ,Single,97,108,3,5,3,0,2,5,0,0,3,9,3,1,1,0,1,1960828,8451,16512.65882,22.93480257,2.83E-10,5.221957136,151.1026572,41.24931129,1,21,2,0,1,MIXED
Queens,NYC,Alley Pond Park,Single,10667,9656,3,6,2,0,2,3,18,3,1,3,3,1,1,1,0,2750099,13039,17829.62783,15.60268588,2.06E-10,4.065899953,85.6671284,46.33999345,5,18,2,0,1,NO
Queens,NYC,Baisley Pond Park,Single,NA,NA,0,0,0,0,1,0,0,0,0,0,2,0,1,0,1,329786,3671,390.4549268,19.6395664,5.00E-10,1.492114233,47.93012377,13.96476965,4,18,1,0,1,YES
Queens,NYC,Bowne Park,Single,1644,1506,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,49392,930,0,20.39285714,4.42E-09,7.541658137,134.5158351,41.41071429,1,18,1,0,1,YES
Queens,NYC,College Point Fields,Single,888,750,0,1,0,0,0,0,0,0,0,0,2,0,1,0,1,134341,2116,7.632957527,62.08609272,3.63E-09,2.875676523,61.08517941,4.834437086,3,18,0,0,0,NO
Queens,NYC,Cunningham Park,Single,10417,8948,1,1,0,0,1,1,5,0,0,0,2,1,1,0,0,2270513,8975,23230.16855,22.19944598,2.27E-10,5.212436556,122.4433263,50.77087455,3,18,0,0,0,MIXED
Queens,NYC,Flushing Meadows Corona Park,Multiple,NA,NA,0,0,0,0,1,0,0,0,0,0,3,1,1,0,1,1368427,6936,8423.320768,20.3851706,2.17E-10,5.071413665,122.5865693,3.971784777,5,18,3,0,1,YES
Queens,NYC,Forest Park,Single,16484,16408,1,2,0,0,0,1,9,0,0,0,3,1,1,0,1,2248343,10151,16547.08812,11.14068745,2.19E-12,1.334938509,44.23972882,62.72302158,3,18,1,0,1,MIXED
Queens,NYC,Fort Tilden,Single,NA,NA,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,33075,818,83.7466023,16.68216216,3.82E-09,2.673393495,42.93840505,31.21621622,1,18,0,0,0,MIXED
Queens,NYC,Francis Lewis Park,Single,1520,1525,0,0,0,0,1,0,0,0,0,0,3,1,1,1,0,1662756,7788,10034.42712,24.18918919,4.22E-36,3.66E-05,0.287790344,15.11459459,2,18,0,0,0,YES
Queens,NYC,Hook Creek/Idlewild,Multiple,NA,NA,0,1,2,0,0,0,0,0,0,0,4,1,1,1,1,3570552,13112,4877.013225,17.66817953,1.09E-06,6.015967901,53.89812598,12.1767524,6,18,0,0,1,NO
Queens,NYC,Jamaica Bay Wildlife Refuge,Multiple,NA,NA,0,1,3,0,2,1,0,0,0,2,3,1,1,0,1,3822794,10935,4347.672827,5.53934967,6.64E-17,0.141572799,14.62132643,15.22337418,4,18,1,0,1,NO
Queens,NYC,Kissena Park,Multiple,NA,NA,1,0,2,0,3,1,0,0,0,1,3,1,1,0,1,1384671,7914,2604.884254,20.04607398,5.07E-10,5.37496955,133.8149535,26.28033744,2,18,2,0,1,MIXED
Queens,NYC,Rockaway Community Park,Single,2130,2184,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,875369,5525,1032.730972,13.91179487,1.39E-16,0.331652337,33.20926847,5.083076923,2,18,0,0,0,NO
Queens,NYC,Springfield Park,Single,4881,5982,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,82001,1467,24.58633021,30.56521739,7.20E-06,41.69382496,314.2236243,11.29347826,2,18,0,0,0,YES
StatenIsland,NYC,Allison Pond Park,Multiple,NA,NA,1,0,2,0,1,0,2,0,0,2,3,1,1,0,1,344287,4165,425.9790786,10.48691099,2.84E-56,2.05E-09,0.001479966,59.06806283,2,18,1,0,1,NO
StatenIsland,NYC,Bloomingdale Park,Single,5851,7802,1,1,0,0,0,0,1,0,1,0,3,1,1,0,1,622739,5596,738.6832099,5.885941645,2.47E-12,1.260600221,36.65803273,67.56100796,3,18,0,0,0,NO
StatenIsland,NYC,Blue Heron Park,Single,NA,NA,3,3,1,0,2,2,10,0,9,11,2,1,0,0,1,1136192,10049,3950.322799,3.035472973,2.47E-12,1.260600225,36.65961274,69.47888514,4,18,1,0,0,NO
StatenIsland,NYC,Bunker Ponds Park,Multiple,437,376,1,0,0,0,2,0,4,0,0,0,2,1,0,0,1,345104,5105,821.2639091,5.554934823,0.086928217,163.4464068,452.4451266,73.29381443,4,18,0,0,0,NO
StatenIsland,NYC,Clay Pit Ponds State Park,Single,105,77,1,4,2,0,2,1,7,0,6,3,3,1,0,0,1,1572274,13500,3093.46556,3.020689655,0.086928217,163.510011,460.6790298,68.56206897,5,18,1,0,1,NO
StatenIsland,NYC,Clove Lakes Park,Single,163,218,1,1,1,0,2,0,2,0,0,2,3,1,1,0,1,816031,5063,829.5248202,12.10828729,0.086928217,163.5100113,460.695351,49.93812155,3,18,1,0,1,NO
StatenIsland,NYC,Conference House Park,Single,3334,3441,1,3,0,0,1,0,1,0,1,0,2,1,1,0,0,506631,5015,283.3905899,8.218085106,8.06E-19,0.06421156,9.054684496,44.24822695,5,18,1,0,1,NO
StatenIsland,NYC,Crescent Beach Park,Single,1441,1147,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,21208,601,0,44.30434783,0.086928225,168.5581237,506.8415051,9.434782609,1,18,0,0,0,NO
StatenIsland,NYC,Fort Hill Park,Single,423,316,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3627,329,53.03234645,14,0.086928225,169.8187239,543.5000734,45,0,18,0,0,0,NO
StatenIsland,NYC,Fort Wadsworth Gateway National Park,Multiple,NA,NA,0,0,1,0,0,0,0,0,0,1,4,1,1,1,1,312588,4985,3160.504433,28.45578231,7.74E-09,6.308712871,82.8240559,27.99659864,1,18,0,0,0,MIXED
StatenIsland,NYC,King Fisher Park,Single,1174,1142,1,1,0,0,0,0,1,0,0,0,2,1,0,0,1,95988,1411,67.11954725,12.94230769,0.086928225,170.1892473,563.3764209,62.64423077,3,18,1,0,0,NO
StatenIsland,NYC,Latourette Park,Multiple,NA,NA,4,4,5,0,2,6,42,0,12,33,3,1,1,0,1,18804890,43982,36909.1172,5.828747921,7.74E-09,6.690878472,106.2201286,39.48201473,4,18,2,0,1,NO
StatenIsland,NYC,Lemon Creek Tidal Wetlands,Single,NA,NA,0,0,1,0,0,0,0,0,0,1,3,1,1,1,0,554444,5561,1585.261573,22.86247544,0.086928226,174.9375211,637.9546647,31.56385069,5,18,1,0,1,NO
StatenIsland,NYC,Long Pond Park,Single,1082,772,1,5,1,0,2,2,2,2,1,0,3,1,1,0,1,3087618,8225,8075.43751,10.68269231,9.58E-09,11.62938748,197.6499076,44.94259907,6,18,1,0,1,NO
StatenIsland,NYC,Ocean Breeze Park,Single,1029,881,0,1,0,0,0,1,0,0,0,0,3,1,1,0,1,728779,5466,749.9206898,5.125770654,1.85E-09,4.886548064,86.7519699,17.15043157,3,18,0,0,0,NO
StatenIsland,NYC,Ocean View The Cemetery Beautiful,Multiple,NA,NA,0,0,1,0,0,0,0,0,0,1,3,1,1,0,1,860451,6981,191.4908835,19.17014614,0.086928226,175.1944445,661.3743193,18.81628392,3,18,1,0,0,YES
StatenIsland,NYC,Reed's Basket Willow Swamp Park,Single,850,865,2,0,0,0,0,0,3,0,0,0,2,1,0,0,1,286240,3849,137.5349299,2.677115987,1.85E-09,5.375724259,117.9366137,74.2507837,1,18,0,0,0,NO
StatenIsland,NYC,Siedenburg Park,Single,1289,1298,1,0,0,0,0,0,1,0,0,0,2,1,0,0,1,95422,1391,0,5.047169811,0.086928226,175.7668179,686.1363969,63.08490566,1,18,0,0,0,NO
StatenIsland,NYC,Snug Harbor Cultural and Botanical Garden,Multiple,NA,NA,0,0,2,0,2,0,0,0,0,2,3,1,1,0,1,294903,2295,108.0216518,23.43161094,0.086928226,174.5062177,649.4795318,35.87234043,3,18,1,0,1,YES
StatenIsland,NYC,Staten Island Industrial Park,Single,NA,NA,1,0,1,0,0,0,1,0,0,1,2,1,0,0,1,1183315,6923,4277.216899,10.8805175,2.36E-36,1.98E-05,0.14644504,50.9695586,6,18,0,0,0,NO
StatenIsland,NYC,Wolfe's Pond Park,Single,501,372,1,2,1,0,1,0,2,0,1,2,3,1,1,0,1,1039471,5433,1784.707007,6.034234234,0.086938029,200.8363602,817.153569,60.37027027,6,18,1,0,1,NO
